NBI DATA - Western Washington,,,,,,,ADT parameter,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"move to left, filter by < than",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHECK FILTERS IN THESE CELLS,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130
0,0,,60905000,#N/A,47.96666667,-124.0403194,0,1,0,53,6.0905E+13,1,6,0,29000,0,0,9,0,'S. SITKUM',,'NO DATA ENTERED','NO DATA ENTERED',99.99,32.214,0,0,0,47580000,124022515,0,3,64,64,9,2012,1,0,50,0,0,15.2,0,5,0,1,N,N,N,4,0,0,0,A,1,5,3,19,0,0,1,0,99.9,6.1,6.1,0,0.6,0,0,99.99,N,0,N,0,0,N,N,N,8,7,5,,5,,*,N,N,5,8,6,,,0,920,24,N  ,N  ,N  ,,,,,,,,,,               ,0,N,3,,0,0,0,N,N,N,N,,0,,Y,5,75,2042,0,Y,64,G,7,92.72
0,0,,60905000,#N/A,48.13189444,-123.90085,0,1,0,53,6.0905E+13,1,6,0,30400,0,0,9,0,'SADIE CREEK',,'NO DATA ENTERED','NO DATA ENTERED',99.99,0.64,0,0,0,48075482,123540306,0,3,64,64,9,1992,1,0,50,0,0,4,0,10,0,N,N,N,N,4,0,0,0,A,1,5,3,19,0,0,1,0,99.9,6.2,6.2,0,0,0,0,99.99,N,0,N,0,0,N,N,N,6,7,5,,5,,*,N,N,5,7,7,,,0,920,24,N  ,N  ,N  ,,,,,,,,,,               ,0,N,3,,0,0,0,N,N,N,N,,0,,Y,5,75,2042,0,Y,64,G,7,24.8
0,0,,60905000,#N/A,48.09000556,-124.1679806,1,1,0,53,6.0905E+13,1,6,0,30000,0,0,9,0,'S. FK. BEAR CK.',,'NO DATA ENTERED','2.4 MI NORTH OF HWY 101',99.99,3.84,0,0,0,48052402,124100473,0,3,64,64,9,1998,1,0,75,2006,9,4.3,0,0,0,1,1,1,1,4,0,0,0,A,1,5,5,1,0,0,1,0,99.9,16.8,17.1,0.3,0.3,4.3,4.9,99.99,N,0,N,0,0,7,7,7,7,N,1,90.8,1,90.8,7,6,N,5,7,8,,,0,821,48,N  ,N  ,N  ,,,,,,,,,,               ,0,N,3,,0,0,0,9,6,0,0,,0,,Y,5,112,2042,0,Y,64,G,7,83.79
0,0,,60905000,#N/A,48.09844722,-124.1593528,1,1,0,53,6.0905E+13,1,6,0,30000,0,0,9,0,'BEAR CREEK',,'NO DATA ENTERED','3.2 MI NORTH OF HWY 101',99.99,5.12,0,0,0,48055441,124093367,0,3,64,64,9,1998,1,0,75,2006,9,4.9,0,12,0,1,1,1,1,4,0,0,0,A,1,5,5,1,0,0,1,0,99.9,22.9,23.7,0.4,0.4,4.3,4.9,99.99,N,0,N,0,0,7,7,7,7,N,1,65.4,1,42.7,7,6,N,5,8,8,,,0,821,48,N  ,N  ,N  ,,,,,,,,,,               ,0,N,3,,0,0,0,9,6,0,0,,0,,Y,5,112,2042,0,Y,64,G,7,116.13
0,0,,60905000,#N/A,48.09833611,-124.1589,0,1,0,53,6.0905E+13,1,6,0,30000,0,0,9,0,'BEAR CREEK',,'NO DATA ENTERED','NO DATA ENTERED',99.99,6.24,0,0,0,48055401,124093204,999,3,64,64,9,1995,1,0,50,0,0,5.2,0,7,0,N,N,N,N,4,0,0,0,A,1,5,3,19,0,0,1,0,99.9,6.4,6.4,0,0,0,0,99.99,N,0,N,0,0,N,N,N,6,7,5,,5,,*,N,N,5,8,8,,,0,920,24,N  ,N  ,N  ,,,,,,,,,,               ,0,N,3,,0,0,0,N,N,N,N,,0,,Y,5,75,2042,0,Y,64,G,7,33.28
0,0,,60905000,#N/A,48.02095556,-123.98,0,1,0,53,6.0905E+13,1,6,0,29200,0,0,9,0,'S FK SOLEDUCK RIVER',,'NO DATA ENTERED','NO DATA ENTERED',99.99,0.32,0,0,0,48011544,123584800,999,3,64,64,9,2004,1,0,50,0,9,4.3,0,0,0,1,1,1,1,4,0,0,0,A,1,5,3,2,0,0,1,0,99.9,38.1,39.9,0.1,0.1,4.3,4.3,99.99,N,0,N,0,0,7,7,7,6,N,5,,5,,*,6,N,5,9,6,,,0,920,24,N  ,N  ,N  ,,,,,,,,,,               ,0,N,3,,0,0,0,6,7,0,0,,0,,Y,8,75,2042,0,Y,64,G,7,171.57
0,0,,60905000,#N/A,48.01369722,-124.18195,0,1,0,53,6.0905E+13,1,6,0,29230,0,0,9,0,'TRIB. TO NF CALAWAH',,'NO DATA ENTERED','NO DATA ENTERED',99.99,2.4,0,0,0,48004931,124105502,999,3,64,64,9,2006,1,0,50,0,9,4.3,0,30,0,1,1,1,1,4,0,0,0,A,1,5,6,2,0,0,1,0,99.9,25.9,26.9,0.3,0.3,4.3,4.9,99.99,N,0,N,0,0,8,8,8,8,N,8,36.3,8,28.2,7,6,N,5,9,8,,,0,920,24,N  ,N  ,N  ,,,,,,,,,,               ,0,N,3,,0,0,0,9,8,0,0,,0,,Y,9,75,2042,0,Y,64,G,8,131.81
1,1,,60905000,#N/A,43.10363611,-124.2863972,1,1,0,53,6.0905E+13,1,6,0,31001,0,0,9,0,'TRIB TO LAKE CREEK',,'NO DATA ENTERED','NO DATA ENTERED',99.99,2.56,0,0,0,43061309,124171103,999,3,64,64,9,2008,1,0,50,0,A,4.3,0,0,0,1,N,N,N,4,0,0,0,A,1,5,5,1,0,0,1,0,99.9,18.3,18.6,0,0,4.3,4.9,99.99,N,0,N,0,0,8,8,7,8,N,8,67.4,8,51.8,7,6,N,5,9,8,,,0,920,24,N  ,N  ,N  ,,,,,,,,,,               ,0,N,3,,0,0,0,9,1,0,0,,0,,Y,7,75,2042,0,Y,64,G,7,91.14
0,0,,79626000,#N/A,47.54569444,-122.0345556,1,1,0,53,7.9626E+13,1,5,1,590,0,1,33,33805,'OLD VAUGHN HILL ROAD',,'ISSAQUAH F.C. ROAD','0.2 MI NE OF I-90',99.99,0.001,1,420008470I,0,47324450,122020440,3,3,4,4,14,1985,4,0,23000,2021,5,13.4,0,0,0,1,0,1,0,5,N,0,0,A,5,0,1,1,0,0,1,0,17.4,9.8,11.3,1.4,2.6,13.4,18.3,99.99,N,0,N,0,0,5,5,6,N,N,8,67.1,8,51.8,5,2,N,5,N,8,31,1,18.3,921,24,N  ,N  ,N  ,,,,1000,500,1500,2017,,,               ,0,N,2,,1,0,0,1,1,0,0,5,0,,Y,N,36000,2041,,N,53,F,5,206.79
1,1,,79627000,#N/A,47.47615833,-122.0349778,0,1,0,53,7.9627E+13,1,4,1,81873,0,1,33,99033,'ISSAQUAH CREEK',,'229TH DRIVE SE','0.5 MI S OF SE MAY VLY RD',99.99,0.001,0,,,47283417,122020592,159,3,2,2,9,1983,2,0,90,2018,5,8.5,0,0,0,0,0,0,0,5,0,0,0,A,5,5,7,2,0,0,1,0,8.7,12.8,12.8,1.2,0,8.5,10.7,99.99,N,0,N,0,0,8,6,5,8,N,2,44.4,2,30.8,5,7,N,5,8,8,31,1,15.8,920,24,N  ,N  ,N  ,,,,790,158,1581,2014,,,               ,0,N,2,,0,0,0,8,6,0,0,0,0,,Y,8,170,2038,,N,53,F,5,136.96
1,0,,79629000,#N/A,47.50977222,-121.8197083,0,1,0,53,7.9629E+13,1,4,1,86910,0,1,33,99033,'KIMBALL CREEK',,'SE NORTH BEND WAY','0.5 MI N OF I-90',99.99,0.676,1,420006130i,0,47303518,121491095,5,3,2,2,6,1941,3,0,5997,2017,2,20.7,0,0,0,0,1,1,1,5,0,0,0,A,5,5,1,4,0,0,3,0,17.2,17.1,28,1.1,0,15.8,17.8,99.99,N,0,N,0,0,7,7,7,8,N,1,37.2,1,21.8,5,7,N,5,8,8,34,1,28,520,24,N  ,N  ,N  ,,,,1288,258,2576,2014,,,               ,0,N,2,,0,0,0,1,6,8,0,3,0,,Y,8,7500,2037,,N,53,G,7,498.4
0,0,,79633000,#N/A,46.79602222,-122.8657861,0,1,0,53,7.9633E+13,1,4,1,15115,0,3,67,99067,'SKOOKUMCHUCK RIVER',,'TONO ROAD','0.4 m E of Hwy 507',99.99,0.001,0,,,46474568,122515683,26,3,2,2,7,1972,2,0,333,2019,5,8.5,0,12,0,1,0,1,0,4,0,0,0,A,1,5,2,4,0,0,3,0,9,18.9,49.1,0,0,8.5,9.3,99.99,N,0,N,0,0,7,6,6,8,N,1,53.5,1,31.7,6,6,N,5,8,6,36,1,49.1,1021,24,N  ,N  ,N  ,,,,966,193,1932,2014,,,               ,0,N,2,,0,0,0,1,0,0,0,10,0,,Y,8,535,2041,,N,53,F,6,456.63
0,0,,79635000,#N/A,48.81013056,-122.6278056,0,1,0,53,7.9635E+13,1,4,1,12750,0,1,73,99073,'RED RIVER',,'HAXTON WY','00.70 S OF SLATER',99.99,0.001,0,,,48483647,122374010,8,3,2,2,7,1920,2,0,5592,2018,2,10.4,0,45,0,1,1,1,1,5,0,0,0,A,1,5,1,1,0,0,6,0,7.3,6.7,38.4,0,0,7.3,7.8,99.99,N,0,N,0,0,6,6,5,8,N,3,38.1,3,29.9,5,2,N,5,5,8,31,1,41.5,121,24,N  ,N  ,N  ,,,,2067,413,4134,2014,,,               ,0,N,2,,0,1,1951,1,6,0,0,2,0,,Y,U,6700,2040,,N,53,F,5,299.52
0,0,,79648000,#N/A,46.55408333,-123.3608889,0,1,0,53,7.9648E+13,1,4,1,49910,0,4,49,99049,'ROCK CREEK',,'WALVILLE ROAD','0.18 NE JCT SR 6',99.99,0.001,0,,,46331470,123213920,159,3,2,2,9,1981,2,0,16,2018,5,3.4,0,0,0,1,0,0,0,4,0,0,0,A,1,5,2,1,0,0,2,0,7.9,8.2,16.2,0,0,7.9,8.5,99.99,N,0,N,0,0,6,6,5,6,N,3,33.6,3,24.5,5,6,N,5,7,8,38,1,16.2,621,24,N  ,N  ,N  ,,,,138,28,276,2014,,,               ,0,N,2,,0,0,0,1,1,0,0,5,0,,Y,5,60,2039,,N,53,F,5,137.7
0,0,,79666000,#N/A,47.87370278,-124.3318833,0,1,0,53,7.9666E+13,1,4,1,14680,0,3,31,24810,'DOWANS CREEK',,'DOWANS CREEK RD','0.5E JCT SR101',99.99,0.001,0,,,47522533,124195478,159,3,2,2,9,1974,2,0,40,2016,5,7.3,0,0,0,0,N,N,N,4,0,0,0,A,1,5,5,4,0,0,1,0,9.1,24.1,24.7,0,0,8.6,9.9,99.99,N,0,N,0,0,6,6,6,8,N,3,59.9,3,35.4,6,7,N,5,8,6,,,0,520,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,9,6,0,0,5,0,,Y,5,134,2040,,N,53,F,6,244.53
1,1,,79669000,#N/A,48.20165278,-122.2374889,0,1,0,53,7.9669E+13,1,4,1,64580,0,1,61,64190,'KOCHS SLOUGH FLOODWAY',,'HEVLY RD','0.6 NE JCT SR 530',99.99,0.001,0,,,48120595,122141496,159,3,2,2,9,1981,2,0,77,2018,3,5.2,0,0,0,0,0,0,0,4,0,0,0,A,1,9,7,2,0,0,3,0,6.5,5.5,15.8,0,0,6.4,6.7,99.99,N,0,N,0,0,7,6,6,8,N,2,37.2,2,28.1,6,5,N,5,6,8,31,1,18.9,320,24,N  ,N  ,N  ,,,,942,188,1885,2014,,,               ,0,N,2,,0,0,0,8,7,0,0,5,0,,Y,5,100,2042,,N,53,F,6,105.86
0,0,,79672000,#N/A,47.25009444,-122.2443389,0,1,0,53,7.9672E+13,1,4,1,98600,0,3,53,68435,'WHITE RIVER',,'STEWART RD E','0.72 E JCT SR 167',99.99,1.159,1,620003980i,0,47150034,122143962,6,3,4,4,14,1952,2,0,15329,2019,3,11,0,0,0,1,1,1,0,4,0,0,0,A,5,5,2,4,0,0,3,0,8.2,27.4,70.7,0,0,7.3,8.4,99.99,N,0,N,0,0,6,7,7,7,N,6,34.3,6,20.4,5,2,N,5,8,8,31,1,73.8,1021,24,N  ,N  ,N  ,,,,3678,736,7357,2020,,,               ,0,N,2,,1,0,0,1,1,0,0,5,0,,Y,7,25000,2040,,N,53,F,6,593.88
1,1,,79673000,#N/A,48.89444167,-121.9727528,0,1,0,53,7.9673E+13,1,4,1,89780,0,1,73,99073,'HENDRICKS CREEK',,'CORNELL CREEK RD','00.7 SE MTBAKER HWY',99.99,0.001,0,,,48533999,121582191,2,3,2,2,9,1967,2,0,62,2020,5,6.1,0,0,0,0,0,0,0,4,0,0,0,A,1,5,3,3,0,0,1,0,7.1,18.3,18.3,0,0,6.1,7.1,99.99,N,0,N,0,0,7,6,7,8,N,3,49.9,3,29.9,6,5,N,5,8,8,31,1,21.3,1020,24,N  ,N  ,N  ,,,,1064,213,2128,2014,,,               ,0,N,2,,0,0,1981,8,6,0,0,3,0,,Y,5,150,2042,,N,53,F,6,129.93
1,1,,79679000,#N/A,46.7278,-122.8765639,0,1,0,53,7.9679E+13,1,4,1,17381,0,4,41,99041,'S HANAFORD CREEK',,'TEITZEL ROAD','4.0 E CENTRALIA',99.99,0.001,0,,,46434008,122523563,13,3,2,2,9,1966,2,0,78,2020,0,7.6,0,30,0,0,0,0,0,5,0,0,0,A,1,5,1,1,0,0,2,0,7.9,6.7,14,0.3,0.3,7.3,8,99.99,N,0,N,0,0,7,8,7,7,N,1,40.8,1,24.5,6,6,N,5,6,3,32,1,17.1,221,24,N  ,N  ,N  ,,,,851,170,1702,2014,,,               ,0,N,2,,0,0,0,1,6,0,0,22,0,,Y,5,141,2040,,N,53,G,7,112
0,0,,79693000,#N/A,46.55047778,-122.4931667,0,1,0,53,7.9693E+13,1,3,1,122,0,4,41,0,'COWLITZ RIVER',,'SR 122','6.6 E JCT US 12',99.99,10.557,0,,,46330172,122293540,24,3,1,1,7,1961,2,0,734,2019,2,9.1,0,0,0,0,1,1,1,5,0,0,0,A,5,5,3,2,2,4,1,3,7.3,38.1,93,0,0.9,7.3,8.7,99.99,N,0,N,0,0,7,7,7,8,N,1,38.1,1,22.7,6,4,N,5,8,6,35,1,93,421,24,Y24,Y60,N  ,421,620,,1952,390,3904,2014,,,               ,0,N,2,,0,0,0,1,1,0,0,11,0,,Y,5,945,2039,,N,53,G,7,809.1
1,0,,79698000,#N/A,46.55213889,-122.6256389,1,1,0,53,7.9698E+13,1,4,1,64000,0,4,41,99041,'MILL CREEK',,'STOWELL ROAD','1.5 N SALKUM',99.99,0.001,0,,,46330770,122373230,10,3,2,2,9,1960,2,0,321,2017,2,7.9,0,0,0,0,0,0,0,4,0,0,0,A,1,5,1,1,0,0,1,0,7.9,9.1,9.8,0,0,7.3,8.1,99.99,N,0,N,0,0,8,7,5,8,N,0,43.5,0,32.7,5,5,N,5,7,8,38,1,9.8,220,24,N  ,N  ,N  ,,,,179,36,358,2014,,,               ,0,N,2,,0,0,0,1,6,0,0,17,0,,Y,U,580,2037,,N,53,F,5,79.38
0,0,,79700000,#N/A,45.78,-121.6286111,0,1,0,53,7.97E+13,1,4,1,30870,0,4,59,99059,'LITTLE WHITE SALMON RIVE',,'WILLARD ROAD','1.54 N JCT  93041',99.99,0.001,0,,,45464800,121374300,5,3,2,2,8,1968,2,0,120,2016,5,9.1,0,0,0,0,0,0,0,4,0,0,0,A,1,5,5,2,5,2,1,2,9.1,27.4,42.7,0.3,0.3,8.5,9.7,99.99,N,0,N,0,0,7,8,8,8,N,1,44.4,1,26.3,6,6,N,5,8,6,,,0,1020,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,1,0,0,29,0,,Y,8,150,2036,,N,53,G,7,414.19
0,0,,79703000,#N/A,46.995025,-122.8810194,0,1,0,53,7.9703E+13,1,5,1,12120,0,3,67,72905,'DESCHUTES RIVER',,'HENDERSON BLVD','0.55 mile S Yelm Hwy',99.99,2.736,0,,,46594209,122525167,13,3,4,4,16,1961,2,0,13945,2018,5,12.5,0,0,0,0,0,0,0,4,0,0,0,A,1,5,2,6,0,0,3,0,7.9,24.4,43.6,0,0,7.3,8,99.99,N,0,N,0,0,5,6,6,7,N,1,61.7,1,36.3,6,2,N,5,8,8,34,1,43.6,921,24,N  ,N  ,N  ,,,,1230,246,2460,2014,,,               ,0,N,2,,0,0,0,1,1,0,0,3,0,,Y,8,25186,2038,,N,53,F,5,348.8
0,0,,79704000,#N/A,48.28356111,-121.7157111,0,1,0,53,7.9704E+13,1,4,1,84150,0,1,61,69280,'SEGELSON CREEK',,'SWEDE HEAVEN RD','1.7 NW JCT SR 530',99.99,0.001,0,,,48170082,121425656,159,3,2,2,9,1981,2,0,599,2018,5,8.5,0,0,0,1,0,1,1,4,0,0,0,A,1,5,5,4,0,0,1,0,8.5,15.8,16.8,0,0,8.5,9.5,99.99,N,0,N,0,0,7,7,7,7,N,1,43.5,1,25.4,6,5,N,5,7,8,31,1,19.8,620,24,N  ,N  ,N  ,,,,988,198,1976,2014,,,               ,0,N,2,,0,0,0,9,6,0,0,12,0,,Y,5,1000,2040,,N,53,G,7,159.6
0,0,,79713000,#N/A,48.28415833,-121.7248972,0,1,0,53,7.9713E+13,1,4,1,84150,0,1,61,69280,'TRIB.N.F.STILLAGUAMISH R',,'SWEDE HEAVEN RD','2.1 NW JCT SR 530',99.99,0.001,0,,,48170297,121432963,159,3,2,2,9,1985,2,0,435,2017,3,7,0,35,0,0,0,1,1,4,0,0,0,A,1,5,7,2,0,0,1,0,7.4,7.9,9.4,0,0,7.4,7.7,99.99,N,0,N,0,0,6,6,7,6,N,2,38.1,2,27.2,6,4,N,5,6,6,31,1,12.5,620,24,N  ,N  ,N  ,,,,623,125,1246,2014,,,               ,0,N,2,,0,0,0,8,7,0,0,13,0,,Y,5,800,2040,,N,53,F,6,72.38
0,0,,79716000,#N/A,48.64036111,-122.3716389,0,1,0,53,7.9716E+13,1,4,1,25610,0,1,57,99057,'BEAR CREEK',,'LAKE SAMISH RD','2.0 NW JCT I-5',99.99,0.001,0,,,48382530,122221790,16,3,2,2,8,1959,2,0,491,2021,5,6.7,0,0,0,1,1,1,1,4,0,0,0,A,1,5,1,4,0,0,2,0,7.3,7.6,15.2,0,0,7.3,7.9,99.99,N,0,N,0,0,6,7,7,7,N,3,40.8,3,24.5,6,4,N,5,8,8,36,1,15.2,521,24,N  ,N  ,N  ,,,,240,48,480,2014,,,               ,0,N,2,,0,0,0,1,1,0,0,6,0,,Y,5,887,2041,,N,53,F,6,120.08
0,0,,79721000,#N/A,46.80668056,-123.1202556,0,1,0,53,7.9721E+13,1,4,1,12310,0,3,67,99067,'CHEHALIS RIVER',,'INDEPENDENCE ROAD','Over the Chehalis River',99.99,0.001,0,,,46482405,123071292,21,3,2,2,8,1976,2,0,1409,2021,5,12.2,0,30,0,1,1,0,0,4,0,0,0,A,1,5,6,2,0,0,5,0,8.5,36.6,132.9,0.9,0,8.5,10.2,99.99,N,0,N,0,0,7,7,6,8,N,1,70.7,1,42.6,6,5,N,5,5,6,38,1,132.9,821,24,N  ,Y60,N  ,,819,,3662,732,7325,2014,,,               ,0,N,2,,0,0,0,1,1,0,0,15,0,,Y,3,2221,2043,,N,53,F,6,1355.58
1,1,,79725000,#N/A,46.47280556,-122.8731056,0,1,0,53,7.9725E+13,1,3,1,505,0,4,41,0,'LACAMAS CREEK',,'SR 505','0.5 E JCT I-5',99.99,5.584,0,,,46282210,122522318,10,3,1,1,7,1955,2,0,3659,2019,0,11.6,0,45,0,1,1,1,1,5,0,0,0,A,5,5,2,5,0,0,4,0,7.9,23.5,56.1,0.8,0.8,7.9,10.4,99.99,N,0,N,0,0,7,7,7,6,N,8,43.4,8,33.4,7,3,N,5,8,8,35,1,56.1,521,24,N  ,N  ,N  ,,,,1472,294,2944,2014,,,               ,0,N,2,,0,0,0,1,6,0,0,9,0,,Y,7,4712,2039,,N,53,G,7,583.44
0,0,,79731000,#N/A,46.64818611,-123.1181806,0,1,0,53,7.9731E+13,1,4,1,24034,0,4,41,99041,'BUNKER CR.',,'BUNKER CREEK RD','6.5 W CHEHALIS',99.99,0.001,0,,,46385347,123070545,56,3,2,2,8,1983,2,0,1138,2020,5,8.5,0,35,0,1,0,0,0,4,0,0,0,A,1,5,2,1,0,0,4,0,9,9.1,33.8,0,0,8.5,9,99.99,N,0,N,0,0,7,8,7,6,N,1,49,1,29,7,5,N,5,8,8,32,1,36.9,1220,24,N  ,N  ,N  ,,,,1839,368,3678,2014,,,               ,0,N,2,,0,0,0,1,1,0,0,30,0,,Y,5,2056,2040,,N,53,G,7,304.2
0,0,,79732000,#N/A,46.37280556,-123.7468056,0,1,0,53,7.9732E+13,1,4,1,91280,0,4,49,99049,'NASELLE RIVER',,'NORTH VALLEY ROAD','3.0 E JCT 4 & 401',99.99,0.001,0,,,46222210,123444850,6,3,2,2,9,1963,2,0,140,2017,3,8.5,0,0,0,1,1,0,0,4,0,0,0,P,1,5,2,4,0,0,3,0,7.3,21.3,53.6,0,0,7.3,7.9,99.99,N,0,N,0,0,7,7,7,8,N,3,29.9,3,21.8,6,5,N,1,8,6,35,1,53.6,620,24,N  ,N  ,N  ,,,,1056,211,2112,2014,,,               ,0,N,2,,0,0,0,1,1,0,0,5,0,,Y,5,300,2039,,N,53,G,7,423.44
1,1,,79733000,#N/A,46.82178056,-123.1260306,0,1,0,53,7.9733E+13,1,4,1,16125,0,3,67,99067,'OVERFLOW CHANNEL',,'183RD SW','0.65 m E of Moon Rd',99.99,0.001,0,,,46491841,123073371,5,3,2,2,9,1924,2,0,301,2020,5,6.4,0,0,0,1,1,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,6.5,7.6,7.9,0,0,6.5,6.7,99.99,N,0,N,0,0,7,7,6,7,N,1,89.8,1,46.3,6,4,N,5,6,8,31,1,11,820,24,N  ,N  ,N  ,,,,547,109,1094,2014,,,               ,0,N,2,,0,0,0,1,6,0,0,10,0,,Y,3,484,2042,,N,53,F,6,52.93
0,0,,79741000,#N/A,46.54725,-123.1329556,0,1,0,53,7.9741E+13,1,4,1,92006,0,4,41,99041,'S.FORK CHEHALIS RIVER',,'BOISTFORT RD.','8.0 SW CHEHALIS',99.99,0.001,0,,,46325010,123075864,47,3,2,2,7,1982,2,0,829,2018,5,13.1,0,0,0,1,0,1,1,5,0,0,0,A,5,5,6,2,2,1,3,9,9,22.6,134.1,0.2,1.2,8.5,10.7,99.99,N,0,N,0,0,6,7,8,7,N,1,49.9,1,29,7,5,N,5,8,8,38,1,134.1,1220,24,N  ,N  ,N  ,,,,3960,792,7920,2014,,,               ,0,N,2,,0,0,0,1,1,0,0,24,0,,Y,7,1498,2038,,N,53,F,6,1434.87
1,1,,79745000,#N/A,45.65166667,-122.165,0,1,0,53,7.9745E+13,1,4,1,11060,0,4,59,99059,'WASHOUGAL RIVER',,'WASHOUGAL RIVER RD','5.54 N JCT CANYON CRK RD',99.99,0.001,0,,,45390600,122095400,26,3,2,2,9,1955,2,0,352,2019,4,9.1,0,0,0,1,1,1,1,4,0,0,0,A,1,5,3,2,3,2,1,2,7.3,25.6,54.3,0.3,0.3,6.7,7.3,99.99,N,0,N,0,0,5,7,7,8,N,1,29.9,1,17.2,5,4,N,5,6,6,,,0,621,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,0,0,1,1,0,0,20,0,,Y,8,400,2039,,N,53,F,5,396.39
0,0,,79748000,#N/A,47.77161111,-121.8507222,0,1,0,53,7.9748E+13,1,4,0,88810,0,1,33,99033,'CHERRY CREEK',,'STOSSEL CK RD','6.2 MI NE OF KELLY RD',99.99,0.001,0,,,47461780,121510260,56,3,2,2,9,1947,1,0,1010,2018,3,6.1,0,0,0,0,0,0,0,4,0,0,0,A,5,5,7,2,0,0,2,0,4.9,3.7,7.6,0,0,4.6,5.2,99.99,N,0,N,0,0,4,5,5,8,N,2,53.5,2,39.9,5,2,N,5,8,8,31,1,10.7,721,24,N  ,N  ,N  ,,,,364,73,728,2014,,,               ,0,N,3,,0,0,1967,8,7,0,0,3,0,,Y,U,1500,2038,,N,53,P,4,39.52
0,0,,79754000,#N/A,46.6445,-123.118775,0,1,0,53,7.9754E+13,1,4,1,28001,0,4,41,99041,'BUNKER CREEK',,'CERES HILL ROAD','3.0 NW ADNA',99.99,0.001,0,,,46384020,123070759,11,3,2,2,9,1963,2,0,159,2018,3,9.1,0,0,0,1,1,1,1,4,0,0,0,A,1,5,2,1,0,0,5,0,7.8,6.7,34.4,0,0,7.3,8,99.99,N,0,N,0,0,7,7,8,7,N,1,39,1,22.7,6,5,N,5,8,8,38,1,34.4,1220,24,N  ,N  ,N  ,,,,723,145,1446,2014,,,               ,0,N,2,,0,0,0,1,1,0,0,20,0,,Y,3,288,2038,,N,53,G,7,275.2
0,0,,79758000,#N/A,47.51444444,-123.7738889,1,1,0,53,7.9758E+13,1,4,1,93400,0,3,27,57045,'STORM BRANCH',,'QUINAULT S SHORE','7.7 NE JCT US 101',99.99,0.001,0,,,47305200,123462600,159,3,2,2,7,1982,2,0,250,2018,5,6.1,0,0,0,0,0,0,0,4,0,0,0,A,1,5,5,1,0,0,1,0,8.7,8.5,8.8,0,0,8.7,9.1,99.99,N,0,N,0,0,7,7,6,6,N,1,78.9,1,47.2,6,6,N,5,7,6,,,0,320,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,2,0,2,6,0,1,5,0,,Y,8,315,2038,,N,53,F,6,80.08
0,0,,79776000,#N/A,46.03861111,-121.8727778,0,1,0,53,7.9776E+13,1,4,1,92135,0,4,59,99059,'RUSH CREEK',,'WIND RIVER ROAD','29.43 NW JCT SR14',99.99,0.001,0,,,46021900,121522200,18,3,2,2,8,1955,2,0,50,2016,4,7.9,0,30,0,0,0,0,0,4,0,0,0,A,1,5,2,2,2,2,1,2,8.8,17.4,28.7,0,0.5,7.9,8.9,99.99,N,0,N,0,0,7,7,7,7,N,1,46.3,1,28.1,7,6,N,5,8,3,,,0,720,24,N  ,N  ,N  ,,,,0,0,0,,,,               ,0,N,2,,0,1,1965,1,6,0,0,20,0,,Y,8,70,2036,,N,53,G,7,255.43
0,0,,79791000,#N/A,47.51521667,-122.1431667,0,1,0,53,7.9791E+13,1,5,0,70230,0,1,33,57745,'MAY CREEK',,'148TH AVE SE','0.8 MI N OF SR-900',99.99,0.001,0,,,47305478,122083540,5,3,4,4,17,1951,2,0,3900,2019,3,8.5,0,0,0,0,0,0,0,4,0,0,0,P,5,5,1,4,0,0,1,0,7.2,6.4,6.4,1.8,0,6.9,7.3,99.99,N,0,N,0,0,6,5,5,8,N,3,20.9,3,14.5,4,2,N,4,3,8,31,1,9.4,621,24,N  ,N  ,N  ,,,,471,94,942,2014,,,               ,0,N,2,,0,0,0,2,6,0,0,31,0,,Y,U,4600,2039,,N,53,F,5,46.72
